,right_ascension,altnames,list,declination,distance,child_stars_binaries,epoch,name,all_children,flags
1496,289d39m04.4655s,,,43d49m27.9031s,888.415 pc,[Star('Kepler-1311')],,Kepler-1311,[Star('Kepler-1311')],Flags()
1497,292d58m16.437s,,,41d02m08.7687s,301.686 pc,[Star('Kepler-1312')],,Kepler-1312,[Star('Kepler-1312')],Flags()
1498,292d23m18.8565s,,,42d13m59.7358s,175.113 pc,[Star('Kepler-1313')],,Kepler-1313,[Star('Kepler-1313')],Flags()
1499,294d14m16.41s,,,45d11m50.265s,141.987 pc,[Star('Kepler-1314')],,Kepler-1314,[Star('Kepler-1314')],Flags()
1500,295d49m17.25s,,,46d03m11.0204s,487.567 pc,[Star('Kepler-1315')],,Kepler-1315,[Star('Kepler-1315')],Flags()
1501,298d50m09.1575s,,,40d17m35.291s,819.739 pc,[Star('Kepler-1316')],,Kepler-1316,[Star('Kepler-1316')],Flags()
1502,291d36m42.789s,,,42d06m57.5292s,743.716 pc,[Star('Kepler-1317')],,Kepler-1317,[Star('Kepler-1317')],Flags()
1503,290d22m34.6425s,,,41d09m02.6865s,481.788 pc,[Star('Kepler-1318')],,Kepler-1318,[Star('Kepler-1318')],Flags()
1504,290d57m21.939s,,,49d21m58.5309s,104.229 pc,[Star('Kepler-1319')],,Kepler-1319,[Star('Kepler-1319')],Flags()
1505,288d31m51.081s,,,40d56m32.3258s,226.3 pc,[Star('Kepler-131')],,Kepler-131,[Star('Kepler-131')],Flags()
1506,288d26m00.894s,,,40d22m51.1767s,659.37 pc,[Star('Kepler-1320')],,Kepler-1320,[Star('Kepler-1320')],Flags()
1507,294d31m43.0395s,,,46d38m27.4756s,784.129 pc,[Star('Kepler-1321')],,Kepler-1321,[Star('Kepler-1321')],Flags()
1508,293d12m16.215s,,,45d26m07.4686s,1402.72 pc,[Star('Kepler-1322')],,Kepler-1322,[Star('Kepler-1322')],Flags()
1509,292d52m20.169s,,,46d05m55.9142s,471.698 pc,[Star('Kepler-1323')],,Kepler-1323,[Star('Kepler-1323')],Flags()
1510,291d11m05.8545s,,,40d18m40.3388s,488.353 pc,[Star('Kepler-1324')],,Kepler-1324,[Star('Kepler-1324')],Flags()
1511,285d01m01.986s,,,42d05m07.288s,1001.2 pc,[Star('Kepler-1325')],,Kepler-1325,[Star('Kepler-1325')],Flags()
1512,296d13m19.7655s,,,39d16m08.2246s,712.099 pc,[Star('Kepler-1326')],,Kepler-1326,[Star('Kepler-1326')],Flags()
1513,289d03m53.583s,,,50d27m39.6245s,691.611 pc,[Star('Kepler-1327')],,Kepler-1327,[Star('Kepler-1327')],Flags()
1514,284d40m31.4115s,,,44d25m03.92s,833.056 pc,[Star('Kepler-1328')],,Kepler-1328,[Star('Kepler-1328')],Flags()
1515,281d38m51.8475s,,,48d16m15.6584s,597.943 pc,[Star('Kepler-1329')],,Kepler-1329,[Star('Kepler-1329')],Flags()
1516,283d14m08.403s,,,41d20m34.9046s,331.08 pc,[Star('Kepler-132')],,Kepler-132,[Star('Kepler-132')],Flags()
1517,290d34m36.1755s,,,39d57m24.8345s,1809.63 pc,[Star('Kepler-1330')],,Kepler-1330,[Star('Kepler-1330')],Flags()
1518,297d04m25.5675s,,,41d13m28.1058s,322.144 pc,[Star('Kepler-1331')],,Kepler-1331,[Star('Kepler-1331')],Flags()
1519,291d01m42.891s,,,43d54m49.2459s,536.855 pc,[Star('Kepler-1332')],,Kepler-1332,[Star('Kepler-1332')],Flags()
1520,293d31m39.426s,,,41d06m41.1655s,956.938 pc,[Star('Kepler-1333')],,Kepler-1333,[Star('Kepler-1333')],Flags()
1521,289d18m41.3925s,,,51d19m15.0885s,1267.59 pc,[Star('Kepler-1334')],,Kepler-1334,[Star('Kepler-1334')],Flags()
1522,284d50m18.306s,,,42d04m13.4418s,633.072 pc,[Star('Kepler-1335')],,Kepler-1335,[Star('Kepler-1335')],Flags()
1523,296d16m39.7245s,,,46d53m59.4497s,1164.14 pc,[Star('Kepler-1336')],,Kepler-1336,[Star('Kepler-1336')],Flags()
1524,287d00m32.8425s,,,46d47m46.0281s,612.033 pc,[Star('Kepler-1337')],,Kepler-1337,[Star('Kepler-1337')],Flags()
1525,284d02m32.3205s,,,41d41m56.8345s,769.882 pc,[Star('Kepler-1338')],,Kepler-1338,[Star('Kepler-1338')],Flags()
1526,283d44m45.108s,,,48d22m24.3218s,374.827 pc,[Star('Kepler-1339')],,Kepler-1339,[Star('Kepler-1339')],Flags()
1527,297d16m40.6425s,,,48d19m13.1913s,587.59 pc,[Star('Kepler-133')],,Kepler-133,[Star('Kepler-133')],Flags()
1528,296d13m58.0605s,,,42d28m22.0616s,1009.69 pc,[Star('Kepler-1340')],,Kepler-1340,[Star('Kepler-1340')],Flags()
1529,280d30m42.1995s,,,44d09m33.7016s,483.582 pc,[Star('Kepler-1341')],,Kepler-1341,[Star('Kepler-1341')],Flags()
1530,297d01m12.2085s,,,43d25m57.2099s,913.075 pc,[Star('Kepler-1342')],,Kepler-1342,[Star('Kepler-1342')],Flags()
1531,294d17m40.158s,,,50d43m31.3627s,,[Star('Kepler-1343')],,Kepler-1343,[Star('Kepler-1343')],Flags()
1532,287d05m10.608s,,,46d56m44.9902s,875.427 pc,[Star('Kepler-1344')],,Kepler-1344,[Star('Kepler-1344')],Flags()
1533,292d28m40.626s,,,46d01m22.2008s,1410.24 pc,[Star('Kepler-1345')],,Kepler-1345,[Star('Kepler-1345')],Flags()
1534,291d50m28.7085s,,,45d10m45.0245s,864.603 pc,[Star('Kepler-1346')],,Kepler-1346,[Star('Kepler-1346')],Flags()
1535,299d39m34.578s,,,40d50m37.869s,,[Star('Kepler-1347')],,Kepler-1347,[Star('Kepler-1347')],Flags()
1536,292d05m14.8215s,,,49d47m19.4462s,1257.7 pc,[Star('Kepler-1348')],,Kepler-1348,[Star('Kepler-1348')],Flags()
1537,286d20m18.2775s,,,48d44m38.7649s,278.536 pc,[Star('Kepler-1349')],,Kepler-1349,[Star('Kepler-1349')],Flags()
1538,284d44m20.5065s,,,49d35m54.1808s,414.47 pc,[Star('Kepler-134')],,Kepler-134,[Star('Kepler-134')],Flags()
1539,288d15m02.115s,,,46d40m46.5233s,343.926 pc,[Star('Kepler-1350')],,Kepler-1350,[Star('Kepler-1350')],Flags()
1540,293d36m31.353s,,,42d11m51.77s,203.978 pc,[Star('Kepler-1351')],,Kepler-1351,[Star('Kepler-1351')],Flags()
1541,290d41m37.4265s,,,48d42m05.3228s,684.088 pc,[Star('Kepler-1352')],,Kepler-1352,[Star('Kepler-1352')],Flags()
1542,295d44m07.236s,,,42d34m34.4524s,603.464 pc,[Star('Kepler-1353')],,Kepler-1353,[Star('Kepler-1353')],Flags()
1543,291d14m42.579s,,,37d45m32.5865s,1156.47 pc,[Star('Kepler-1354')],,Kepler-1354,[Star('Kepler-1354')],Flags()
1544,283d44m29.1675s,,,49d04m04.7413s,935.366 pc,[Star('Kepler-1355')],,Kepler-1355,[Star('Kepler-1355')],Flags()
1545,290d59m43.242s,,,43d14m38.1797s,865.726 pc,[Star('Kepler-1356')],,Kepler-1356,[Star('Kepler-1356')],Flags()
1546,291d32m53.109s,,,50d21m11.9084s,1046.03 pc,[Star('Kepler-1357')],,Kepler-1357,[Star('Kepler-1357')],Flags()
1547,286d10m13.9785s,,,43d00m32.0633s,555.71 pc,[Star('Kepler-1358')],,Kepler-1358,[Star('Kepler-1358')],Flags()
1548,289d32m19.821s,,,41d53m34.072s,669.0 pc,[Star('Kepler-1359')],,Kepler-1359,[Star('Kepler-1359')],Flags()
1549,290d29m42.3855s,,,38d47m43.691s,561.29 pc,[Star('Kepler-135')],,Kepler-135,[Star('Kepler-135')],Flags()
1550,300d20m38.6895s,,,45d37m23.5784s,1585.04 pc,[Star('Kepler-1360')],,Kepler-1360,[Star('Kepler-1360')],Flags()
1551,283d33m55.113s,,,46d54m15.3359s,393.561 pc,[Star('Kepler-1361')],,Kepler-1361,[Star('Kepler-1361')],Flags()
1552,288d32m18.8445s,,,40d52m37.5667s,746.603 pc,[Star('Kepler-1362')],,Kepler-1362,[Star('Kepler-1362')],Flags()
1553,296d59m47.589s,,,49d15m23.1102s,550.237 pc,[Star('Kepler-1363')],,Kepler-1363,[Star('Kepler-1363')],Flags()
1554,295d09m07.8705s,,,49d35m15.3952s,,[Star('Kepler-1364')],,Kepler-1364,[Star('Kepler-1364')],Flags()
1555,292d11m58.986s,,,42d02m45.8962s,860.882 pc,[Star('Kepler-1365')],,Kepler-1365,[Star('Kepler-1365')],Flags()
1556,285d03m53.7015s,,,41d33m17.5584s,471.921 pc,[Star('Kepler-1366')],,Kepler-1366,[Star('Kepler-1366')],Flags()
1557,288d24m59.5845s,,,47d52m43.3819s,406.124 pc,[Star('Kepler-1367')],,Kepler-1367,[Star('Kepler-1367')],Flags()
1558,294d46m01.1235s,,,41d38m40.7759s,,[Star('Kepler-1368')],,Kepler-1368,[Star('Kepler-1368')],Flags()
1559,285d47m50.0955s,,,40d56m10.2494s,1281.72 pc,[Star('Kepler-1369')],,Kepler-1369,[Star('Kepler-1369')],Flags()
1560,296d28m02.337s,,,42d35m55.6317s,539.57 pc,[Star('Kepler-136')],,Kepler-136,[Star('Kepler-136')],Flags()
1561,284d33m56.4405s,,,41d46m42.4776s,1034.02 pc,[Star('Kepler-1370')],,Kepler-1370,[Star('Kepler-1370')],Flags()
1562,288d49m53.0265s,,,47d33m07.1856s,523.067 pc,[Star('Kepler-1371')],,Kepler-1371,[Star('Kepler-1371')],Flags()
1563,288d53m11.8455s,,,44d50m22.3459s,1353.36 pc,[Star('Kepler-1372')],,Kepler-1372,[Star('Kepler-1372')],Flags()
1564,285d45m07.3785s,,,39d14m57.1164s,,[Star('Kepler-1373')],,Kepler-1373,[Star('Kepler-1373')],Flags()
1565,291d20m59.946s,,,45d10m20.2066s,1111.85 pc,[Star('Kepler-1374')],,Kepler-1374,[Star('Kepler-1374')],Flags()
1566,296d17m36.75s,,,43d24m11.7473s,1491.87 pc,[Star('Kepler-1375')],,Kepler-1375,[Star('Kepler-1375')],Flags()
1567,286d57m30.402s,,,42d32m29.063s,890.234 pc,[Star('Kepler-1376')],,Kepler-1376,[Star('Kepler-1376')],Flags()
1568,289d11m43.6365s,,,46d39m05.9572s,1183.85 pc,[Star('Kepler-1377')],,Kepler-1377,[Star('Kepler-1377')],Flags()
1569,297d22m24.0195s,,,40d21m58.9721s,513.452 pc,[Star('Kepler-1378')],,Kepler-1378,[Star('Kepler-1378')],Flags()
1570,293d40m13.617s,,,41d24m36.9156s,996.711 pc,[Star('Kepler-1379')],,Kepler-1379,[Star('Kepler-1379')],Flags()
1571,282d08m07.8105s,,,43d02m20.7368s,288.7 pc,[Star('Kepler-137')],,Kepler-137,[Star('Kepler-137')],Flags()
1572,288d06m57.81s,,,42d26m25.5039s,,[Star('Kepler-1380')],,Kepler-1380,[Star('Kepler-1380')],Flags()
1573,287d32m08.8395s,,,48d43m40.037s,1239.46 pc,[Star('Kepler-1381')],,Kepler-1381,[Star('Kepler-1381')],Flags()
1574,295d22m38.5935s,,,39d02m52.8841s,752.445 pc,[Star('Kepler-1382')],,Kepler-1382,[Star('Kepler-1382')],Flags()
1575,297d56m41.2245s,,,42d11m30.7315s,1057.98 pc,[Star('Kepler-1383')],,Kepler-1383,[Star('Kepler-1383')],Flags()
1576,296d13m00s,,,39d31m37s,,[Star('Kepler-1384')],,Kepler-1384,[Star('Kepler-1384')],Flags()
1577,282d37m53.001s,,,46d28m51.8461s,702.395 pc,[Star('Kepler-1385')],,Kepler-1385,[Star('Kepler-1385')],Flags()
1578,280d49m24.123s,,,42d38m09.6802s,856.458 pc,[Star('Kepler-1386')],,Kepler-1386,[Star('Kepler-1386')],Flags()
1579,292d26m25.3065s,,,43d12m33.9198s,461.382 pc,[Star('Kepler-1387')],,Kepler-1387,[Star('Kepler-1387')],Flags()
1580,283d20m09.822s,,,47d10m28.2564s,459.664 pc,[Star('Kepler-1388')],,Kepler-1388,[Star('Kepler-1388')],Flags()
1581,285d43m02.7555s,,,44d45m30.2644s,504.312 pc,[Star('Kepler-1389')],,Kepler-1389,[Star('Kepler-1389')],Flags()
1582,298d39m44.544s,,,48d14m55.6244s,738.716 pc,[Star('Kepler-1390')],,Kepler-1390,[Star('Kepler-1390')],Flags()
1583,294d49m51.669s,,,46d39m34.5028s,1070.2055 pc,[Star('Kepler-1391')],,Kepler-1391,[Star('Kepler-1391')],Flags()
1584,288d46m01.0875s,,,46d23m39.9911s,,[Star('Kepler-1392')],,Kepler-1392,[Star('Kepler-1392')],Flags()
1585,284d27m34.038s,,,40d08m33.1952s,,[Star('Kepler-1393')],,Kepler-1393,[Star('Kepler-1393')],Flags()
1586,283d27m11.4555s,,,45d05m02.8706s,652.401 pc,[Star('Kepler-1394')],,Kepler-1394,[Star('Kepler-1394')],Flags()
1587,292d20m15.087s,,,47d39m51.1047s,499.9 pc,[Star('Kepler-1395')],,Kepler-1395,[Star('Kepler-1395')],Flags()
1588,294d20m11.1465s,,,44d55m05.87s,1099.99 pc,[Star('Kepler-1396')],,Kepler-1396,[Star('Kepler-1396')],Flags()
1589,299d40m33.1365s,,,47d04m33.0176s,1240.69 pc,[Star('Kepler-1397')],,Kepler-1397,[Star('Kepler-1397')],Flags()
1590,294d51m58.233s,,,48d38m20.3718s,873.668 pc,[Star('Kepler-1398')],,Kepler-1398,[Star('Kepler-1398')],Flags()
1591,293d18m42.105s,,,46d02m30.0811s,1441.96 pc,[Star('Kepler-1399')],,Kepler-1399,[Star('Kepler-1399')],Flags()
1592,282d23m30.885s,,,43d53m21.6475s,476.47 pc,[Star('Kepler-139')],,Kepler-139,[Star('Kepler-139')],Flags()
1593,286d58m16.608s,,,46d52m05.953s,530.0 pc,[Binary('Kepler-13')],,Kepler-13,[Binary('Kepler-13')],Flags()
1594,286d16m17.988s,,,45d26m26.8522s,768.58 pc,[Star('Kepler-1400')],,Kepler-1400,[Star('Kepler-1400')],Flags()
1595,287d27m57.573s,,,40d45m30.416s,,[Star('Kepler-1401')],,Kepler-1401,[Star('Kepler-1401')],Flags()
1596,291d50m52.215s,,,48d58m05.274s,1561.04 pc,[Star('Kepler-1402')],,Kepler-1402,[Star('Kepler-1402')],Flags()
1597,290d52m03.5835s,,,38d57m36.4411s,,[Star('Kepler-1403')],,Kepler-1403,[Star('Kepler-1403')],Flags()
1598,296d00m34.008s,,,50d29m54.1398s,987.849 pc,[Star('Kepler-1404')],,Kepler-1404,[Star('Kepler-1404')],Flags()
1599,295d41m05.5065s,,,39d15m22.081s,1595.41 pc,[Star('Kepler-1405')],,Kepler-1405,[Star('Kepler-1405')],Flags()
1600,292d04m54.9s,,,38d54m54.1379s,,[Star('Kepler-1406')],,Kepler-1406,[Star('Kepler-1406')],Flags()
1601,283d56m32.682s,,,41d28m17.6499s,1454.55 pc,[Star('Kepler-1407')],,Kepler-1407,[Star('Kepler-1407')],Flags()
1602,282d41m59.7315s,,,45d25m32.8066s,543.39 pc,[Star('Kepler-1408')],,Kepler-1408,[Star('Kepler-1408')],Flags()
1603,290d05m05.136s,,,51d12m30.989s,709.019 pc,[Star('Kepler-1409')],,Kepler-1409,[Star('Kepler-1409')],Flags()
1604,287d22m10.0965s,,,46d46m05.5855s,638.17 pc,[Star('Kepler-140')],,Kepler-140,[Star('Kepler-140')],Flags()
1605,290d30m36.756s,,,38d44m36.753s,,[Star('Kepler-1410')],,Kepler-1410,[Star('Kepler-1410')],Flags()
1606,286d21m41.619s,,,42d57m50.0176s,1744.29 pc,[Star('Kepler-1411')],,Kepler-1411,[Star('Kepler-1411')],Flags()
1607,292d10m48.456s,,,49d12m08.8179s,772.499 pc,[Star('Kepler-1412')],,Kepler-1412,[Star('Kepler-1412')],Flags()
1608,294d20m29.8785s,,,46d29m55.5523s,1204.8193 pc,[Star('Kepler-1413')],,Kepler-1413,[Star('Kepler-1413')],Flags()
1609,284d55m42.8565s,,,42d25m20.3063s,580.316 pc,[Star('Kepler-1414')],,Kepler-1414,[Star('Kepler-1414')],Flags()
1610,285d09m24.6585s,,,47d52m23.966s,1075.04 pc,[Star('Kepler-1415')],,Kepler-1415,[Star('Kepler-1415')],Flags()
1611,298d39m48.531s,,,43d53m38.6885s,975.991 pc,[Star('Kepler-1416')],,Kepler-1416,[Star('Kepler-1416')],Flags()
1612,290d56m59.6535s,,,40d36m18.7765s,1020.93 pc,[Star('Kepler-1417')],,Kepler-1417,[Star('Kepler-1417')],Flags()
1613,282d59m51.0615s,,,41d40m42.6882s,,[Star('Kepler-1418')],,Kepler-1418,[Star('Kepler-1418')],Flags()
1614,292d15m16.6785s,,,37d58m17.035s,1562.01 pc,[Star('Kepler-1419')],,Kepler-1419,[Star('Kepler-1419')],Flags()
1615,297d58m15.081s,,,47d43m54.019s,313.46 pc,[Star('Kepler-141')],,Kepler-141,[Star('Kepler-141')],Flags()
1616,296d12m13.6575s,,,42d46m40.162s,1084.13 pc,[Star('Kepler-1420')],,Kepler-1420,[Star('Kepler-1420')],Flags()
1617,286d34m50.196s,,,48d32m39.0463s,801.346 pc,[Star('Kepler-1421')],,Kepler-1421,[Star('Kepler-1421')],Flags()
1618,293d53m24.75s,,,48d20m09.9255s,,[Star('Kepler-1422')],,Kepler-1422,[Star('Kepler-1422')],Flags()
1619,288d14m37.671s,,,41d06m36.3033s,,[Star('Kepler-1423')],,Kepler-1423,[Star('Kepler-1423')],Flags()
1620,290d59m30s,,,40d13m45.5455s,828.363 pc,[Star('Kepler-1424')],,Kepler-1424,[Star('Kepler-1424')],Flags()
1621,294d57m03.7305s,,,43d00m44.7571s,885.818 pc,[Star('Kepler-1425')],,Kepler-1425,[Star('Kepler-1425')],Flags()
1622,292d32m44.5785s,,,49d25m00.9893s,,[Star('Kepler-1426')],,Kepler-1426,[Star('Kepler-1426')],Flags()
1623,295d20m58.974s,,,45d06m52.3905s,,[Star('Kepler-1427')],,Kepler-1427,[Star('Kepler-1427')],Flags()
1624,297d38m32.202s,,,49d35m41.9361s,1600.51 pc,[Star('Kepler-1428')],,Kepler-1428,[Star('Kepler-1428')],Flags()
1625,285d21m58.6455s,,,49d02m41.5134s,1258.02 pc,[Star('Kepler-1429')],,Kepler-1429,[Star('Kepler-1429')],Flags()
1626,295d07m08.1105s,,,48d28m52.6544s,627.86 pc,[Star('Kepler-142')],,Kepler-142,[Star('Kepler-142')],Flags()
1627,289d41m50.955s,,,43d22m19.3776s,483.185 pc,[Star('Kepler-1430')],,Kepler-1430,[Star('Kepler-1430')],Flags()
1628,292d39m30.2625s,,,49d51m54.6476s,,[Star('Kepler-1431')],,Kepler-1431,[Star('Kepler-1431')],Flags()
1629,295d31m26.79s,,,49d49m46.3563s,,[Star('Kepler-1432')],,Kepler-1432,[Star('Kepler-1432')],Flags()
1630,287d21m48.0255s,,,49d27m24.818s,,[Star('Kepler-1433')],,Kepler-1433,[Star('Kepler-1433')],Flags()
1631,295d32m18.222s,,,51d12m10.6704s,793.021 pc,[Star('Kepler-1434')],,Kepler-1434,[Star('Kepler-1434')],Flags()
1632,291d10m23.835s,,,44d55m16.0603s,718.752 pc,[Star('Kepler-1435')],,Kepler-1435,[Star('Kepler-1435')],Flags()
1633,297d42m41.622s,,,46d46m04.7982s,,[Star('Kepler-1436')],,Kepler-1436,[Star('Kepler-1436')],Flags()
1634,291d51m53.6235s,,,49d19m33.321s,,[Star('Kepler-1437')],,Kepler-1437,[Star('Kepler-1437')],Flags()
1635,289d17m23.3535s,,,40d40m53.9751s,1191.47 pc,[Star('Kepler-1438')],,Kepler-1438,[Star('Kepler-1438')],Flags()
1636,285d44m23.304s,,,40d58m48.1124s,226.829 pc,[Star('Kepler-1439')],,Kepler-1439,[Star('Kepler-1439')],Flags()
1637,298d04m03.72s,,,49d24m45.2918s,890.59 pc,[Star('Kepler-143')],,Kepler-143,[Star('Kepler-143')],Flags()
1638,285d20m49.059s,,,48d18m44.0629s,1152.34 pc,[Star('Kepler-1440')],,Kepler-1440,[Star('Kepler-1440')],Flags()
1639,293d43m08.877s,,,43d07m28.4816s,1146.92 pc,[Star('Kepler-1441')],,Kepler-1441,[Star('Kepler-1441')],Flags()
1640,291d15m20.2845s,,,48d50m48.9254s,619.4252 pc,[Star('Kepler-1442')],,Kepler-1442,[Star('Kepler-1442')],Flags()
1641,283d26m08.73s,,,47d04m00.6385s,603.064 pc,[Star('Kepler-1443')],,Kepler-1443,[Star('Kepler-1443')],Flags()
1642,285d19m50.25s,,,42d02m25.6719s,322.643 pc,[Star('Kepler-1444')],,Kepler-1444,[Star('Kepler-1444')],Flags()
1643,280d14m58.0905s,,,43d54m54.3869s,513.769 pc,[Star('Kepler-1445')],,Kepler-1445,[Star('Kepler-1445')],Flags()
1644,289d25m26.2485s,,,46d43m34.1975s,152.744 pc,[Star('Kepler-1446')],,Kepler-1446,[Star('Kepler-1446')],Flags()
1645,289d38m36.453s,,,50d43m37.4695s,913.576 pc,[Star('Kepler-1447')],,Kepler-1447,[Star('Kepler-1447')],Flags()
1646,287d52m02.7525s,,,50d35m44.1437s,786.287 pc,[Star('Kepler-1448')],,Kepler-1448,[Star('Kepler-1448')],Flags()
1647,288d13m54.321s,,,50d34m04.3769s,2132.2 pc,[Star('Kepler-1449')],,Kepler-1449,[Star('Kepler-1449')],Flags()
1648,281d54m56.358s,,,42d46m31.8438s,385.13 pc,[Star('Kepler-144')],,Kepler-144,[Star('Kepler-144')],Flags()
1649,294d33m13.698s,,,45d04m52.9818s,513.189 pc,[Star('Kepler-1450')],,Kepler-1450,[Star('Kepler-1450')],Flags()
1650,293d26m47.139s,,,40d24m35.6649s,1091.11 pc,[Star('Kepler-1451')],,Kepler-1451,[Star('Kepler-1451')],Flags()
1651,292d25m22.143s,,,38d15m58.7211s,1025.64 pc,[Star('Kepler-1452')],,Kepler-1452,[Star('Kepler-1452')],Flags()
1652,286d07m31.9005s,,,47d56m51.2269s,1238.24 pc,[Star('Kepler-1453')],,Kepler-1453,[Star('Kepler-1453')],Flags()
1653,284d13m24.09s,,,48d49m54.3813s,798.3395 pc,[Star('Kepler-1454')],,Kepler-1454,[Star('Kepler-1454')],Flags()
1654,294d04m59.004s,,,50d30m10.0684s,361.246 pc,[Star('Kepler-1455')],,Kepler-1455,[Star('Kepler-1455')],Flags()
1655,286d56m43.209s,,,43d49m21.9851s,374.266 pc,[Star('Kepler-1456')],,Kepler-1456,[Star('Kepler-1456')],Flags()
1656,283d46m14.1105s,,,42d01m37.9769s,913.325 pc,[Star('Kepler-1457')],,Kepler-1457,[Star('Kepler-1457')],Flags()
1657,283d12m41.769s,,,41d02m17.0118s,553.128 pc,[Star('Kepler-1458')],,Kepler-1458,[Star('Kepler-1458')],Flags()
1658,282d25m22.9155s,,,46d00m50.4299s,461.51 pc,[Star('Kepler-1459')],,Kepler-1459,[Star('Kepler-1459')],Flags()
1659,285d33m28.1595s,,,44d00m38.8138s,561.987 pc,[Star('Kepler-1460')],,Kepler-1460,[Star('Kepler-1460')],Flags()
1660,285d49m49.665s,,,43d11m54.2022s,692.425 pc,[Star('Kepler-1461')],,Kepler-1461,[Star('Kepler-1461')],Flags()
1661,296d23m51.078s,,,42d23m48.9355s,1045.48 pc,[Star('Kepler-1462')],,Kepler-1462,[Star('Kepler-1462')],Flags()
1662,294d29m14.208s,,,42d00m24.9513s,1769.29 pc,[Star('Kepler-1463')],,Kepler-1463,[Star('Kepler-1463')],Flags()
1663,287d14m08.457s,,,38d45m14.9474s,1191.19 pc,[Star('Kepler-1464')],,Kepler-1464,[Star('Kepler-1464')],Flags()
1664,289d49m09.7395s,,,51d54m17.5345s,362.818 pc,[Star('Kepler-1465')],,Kepler-1465,[Star('Kepler-1465')],Flags()
1665,289d49m52.308s,,,44d36m35.4839s,643.666 pc,[Star('Kepler-1466')],,Kepler-1466,[Star('Kepler-1466')],Flags()
1666,295d02m54.7335s,,,45d20m33.6631s,873.82 pc,[Star('Kepler-1467')],,Kepler-1467,[Star('Kepler-1467')],Flags()
1667,293d31m11.5425s,,,41d16m38.7002s,2006.42 pc,[Star('Kepler-1468')],,Kepler-1468,[Star('Kepler-1468')],Flags()
1668,293d49m16.815s,,,39d23m28.9s,1196.89 pc,[Star('Kepler-1469')],,Kepler-1469,[Star('Kepler-1469')],Flags()
1669,294d06m38.76s,,,38d42m36.8212s,844.99 pc,[Star('Kepler-146')],,Kepler-146,[Star('Kepler-146')],Flags()
1670,288d41m42.1245s,,,39d52m59.501s,600.709 pc,[Star('Kepler-1470')],,Kepler-1470,[Star('Kepler-1470')],Flags()
1671,289d39m53.7015s,,,50d01m12.1561s,1006.64 pc,[Star('Kepler-1471')],,Kepler-1471,[Star('Kepler-1471')],Flags()
1672,294d51m09.453s,,,49d03m26.8579s,1544.64 pc,[Star('Kepler-1472')],,Kepler-1472,[Star('Kepler-1472')],Flags()
1673,290d38m11.7645s,,,48d59m46.2496s,664.761 pc,[Star('Kepler-1473')],,Kepler-1473,[Star('Kepler-1473')],Flags()
1674,294d41m38.5455s,,,45d52m00.5486s,1220.7 pc,[Star('Kepler-1474')],,Kepler-1474,[Star('Kepler-1474')],Flags()
1675,295d56m53.808s,,,44d45m11.2254s,1639.08 pc,[Star('Kepler-1475')],,Kepler-1475,[Star('Kepler-1475')],Flags()
1676,284d31m55.5675s,,,43d59m23.75s,1032.1 pc,[Star('Kepler-1476')],,Kepler-1476,[Star('Kepler-1476')],Flags()
1677,281d17m54.675s,,,42d41m08.6815s,694.444 pc,[Star('Kepler-1477')],,Kepler-1477,[Star('Kepler-1477')],Flags()
1678,293d09m54.213s,,,41d44m46.4537s,1946.66 pc,[Star('Kepler-1478')],,Kepler-1478,[Star('Kepler-1478')],Flags()
1679,285d42m42.9435s,,,49d42m23.9949s,744.269 pc,[Star('Kepler-1479')],,Kepler-1479,[Star('Kepler-1479')],Flags()
1680,287d58m32.7435s,,,39d05m13.8584s,1106.65 pc,[Star('Kepler-147')],,Kepler-147,[Star('Kepler-147')],Flags()
1681,291d59m59.2185s,,,49d18m06.5961s,508.208 pc,[Star('Kepler-1480')],,Kepler-1480,[Star('Kepler-1480')],Flags()
1682,289d26m20.415s,,,49d43m52.3978s,465.203 pc,[Star('Kepler-1481')],,Kepler-1481,[Star('Kepler-1481')],Flags()
1683,285d18m49.7085s,,,48d43m30.9752s,576.768 pc,[Star('Kepler-1482')],,Kepler-1482,[Star('Kepler-1482')],Flags()
1684,295d24m35.1315s,,,42d09m03.0097s,1321.35 pc,[Star('Kepler-1483')],,Kepler-1483,[Star('Kepler-1483')],Flags()
1685,292d41m03.4185s,,,38d07m34.6024s,,[Star('Kepler-1484')],,Kepler-1484,[Star('Kepler-1484')],Flags()
1686,298d05m43.5045s,,,44d44m13.4698s,626.723 pc,[Star('Kepler-1485')],,Kepler-1485,[Star('Kepler-1485')],Flags()
1687,290d35m25.461s,,,45d26m22.9361s,1864.28 pc,[Star('Kepler-1486')],,Kepler-1486,[Star('Kepler-1486')],Flags()
1688,295d29m53.187s,,,38d38m40.2273s,1044.82 pc,[Star('Kepler-1487')],,Kepler-1487,[Star('Kepler-1487')],Flags()
1689,286d38m47.0895s,,,49d56m15.8428s,930.146 pc,[Star('Kepler-1488')],,Kepler-1488,[Star('Kepler-1488')],Flags()
1690,281d17m44.8995s,,,44d27m55.41s,1332.09 pc,[Star('Kepler-1489')],,Kepler-1489,[Star('Kepler-1489')],Flags()
1691,289d47m10.2495s,,,46d51m31.7383s,934.81 pc,[Star('Kepler-148')],,Kepler-148,[Star('Kepler-148')],Flags()
1692,295d41m36.8385s,,,42d36m34.1985s,884.173 pc,[Star('Kepler-1490')],,Kepler-1490,[Star('Kepler-1490')],Flags()
