,name,flags,system,radius,orbital_inclination,seperation,age,transit_time,longitude,ascending_node,discovery_method,discovery_year,description ,alt_names,list,type,mass,semi_major_axis,orbital_period,periastron,periastron_time,eccentricity,distance,temp,right_ascension,declination,parent_obj,star
2099,Kepler-1428 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1428'),0.146 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3109 b', 'KOI-3109.01', 'KIC 11572193 b', 'Gaia DR2 2087167708577798784 b', 'Kepler-1428 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1428 b')>,,,,,,,1600.51 pc,1086.2374374313542 K,297d38m32.202s,49d35m41.9361s,Star('Kepler-1428'),Star('Kepler-1428')
2100,Kepler-1429 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1429'),0.115 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3110 b', 'KOI-3110.01', 'KIC 11285870 b', 'Gaia DR2 2132001463427986688 b', 'Kepler-1429 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1429 b')>,,,,,,,1258.02 pc,1269.0169389693779 K,285d21m58.6455s,49d02m41.5134s,Star('Kepler-1429'),Star('Kepler-1429')
2101,Kepler-142 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-142'),0.26063 R_j,,,,2455003.33543 JD,,,transit,2014,"Kepler-142 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-343 c', 'KOI-343.01', 'KIC 10982872 c', 'KIC 10982872.01', 'Gaia DR2 2128724678262662144 c', 'Kepler-142 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-142 c')>,,,,,,,627.86 pc,1342.5190807882113 K,295d07m08.1105s,48d28m52.6544s,Star('Kepler-142'),Star('Kepler-142')
2102,Kepler-142 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-142'),0.18135 R_j,,,,2455003.49468 JD,,,transit,2014,"Kepler-142 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-343 b', 'KOI-343.02', 'KIC 10982872 b', 'KIC 10982872.02', 'Gaia DR2 2128724678262662144 b', 'Kepler-142 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-142 b')>,,,,,,,627.86 pc,1785.5012714632514 K,295d07m08.1105s,48d28m52.6544s,Star('Kepler-142'),Star('Kepler-142')
2103,Kepler-142 d,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-142'),0.19684 R_j,,,,2454981.69926 JD,,,transit,2014,"Kepler-142 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-142 d are still unknown, the object is highly unlikely to be a false positive.","['KOI-343 d', 'KOI-343.03', 'KIC 10982872 d', 'KIC 10982872.03', 'Gaia DR2 2128724678262662144 d', 'Kepler-142 d']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-142 d')>,,,,,,,627.86 pc,650.7550332450733 K,295d07m08.1105s,48d28m52.6544s,Star('Kepler-142'),Star('Kepler-142')
2104,Kepler-1430 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1430'),0.105 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3113 b', 'KOI-3113.01', 'KIC 7676423 b', 'Gaia DR2 2102816404740404224 b', 'Kepler-1430 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1430 b')>,,,,,,,483.185 pc,1088.1278221732096 K,289d41m50.955s,43d22m19.3776s,Star('Kepler-1430'),Star('Kepler-1430')
2105,Kepler-1431 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1431'),0.131 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3115 b', 'KOI-3115.01', 'KIC 11714231 b', 'Gaia DR2 2129847554510913536 b', 'Kepler-1431 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1431 b')>,,,,,,,,1123.5688683747615 K,292d39m30.2625s,49d51m54.6476s,Star('Kepler-1431'),Star('Kepler-1431')
2106,Kepler-1432 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1432'),0.198 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3116 b', 'KOI-3116.01', 'KIC 11720424 b', 'Gaia DR2 2134934273258874240 b', 'Kepler-1432 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1432 b')>,,,,,,,,758.0830853685501 K,295d31m26.79s,49d49m46.3563s,Star('Kepler-1432'),Star('Kepler-1432')
2107,Kepler-1433 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1433'),0.139 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3120 b', 'KOI-3120.01', 'KIC 11499192 b', 'Kepler-1433 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1433 b')>,,,,,,,,1401.0040244813008 K,287d21m48.0255s,49d27m24.818s,Star('Kepler-1433'),Star('Kepler-1433')
2108,Kepler-1434 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1434'),0.099 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3122 b', 'KOI-3122.01', 'KIC 12416661 b', 'Gaia DR2 2135594392551675520 b', 'Kepler-1434 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1434 b')>,,,,,,,793.021 pc,1452.8293023528563 K,295d32m18.222s,51d12m10.6704s,Star('Kepler-1434'),Star('Kepler-1434')
2109,Kepler-1435 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1435'),0.077 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3125 b', 'KOI-3125.01', 'KIC 8751796 b', 'Gaia DR2 2126632994828732032 b', 'Kepler-1435 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1435 b')>,,,,,,,718.752 pc,1485.9344266862631 K,291d10m23.835s,44d55m16.0603s,Star('Kepler-1435'),Star('Kepler-1435')
2110,Kepler-1436 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1436'),0.117 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3127 b', 'KOI-3127.01', 'KIC 9907129 b', 'Gaia DR2 2086298132320300288 b', 'Kepler-1436 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1436 b')>,,,,,,,,1000.3781509634849 K,297d42m41.622s,46d46m04.7982s,Star('Kepler-1436'),Star('Kepler-1436')
2111,Kepler-1437 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1437'),0.122 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3131 b', 'KOI-3131.01', 'KIC 11455181 b', 'Kepler-1437 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1437 b')>,,,,,,,,830.9440296592603 K,291d51m53.6235s,49d19m33.321s,Star('Kepler-1437'),Star('Kepler-1437')
2112,Kepler-1438 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1438'),0.084 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3141 b', 'KOI-3141.01', 'KIC 5440317 b', 'Gaia DR2 2101422911191267968 b', 'Kepler-1438 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1438 b')>,,,,,,,1191.47 pc,1421.7731477688938 K,289d17m23.3535s,40d40m53.9751s,Star('Kepler-1438'),Star('Kepler-1438')
2113,Kepler-1439 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1439'),0.13 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3144 b', 'KOI-3144.01', 'KIC 5688790 b', 'Gaia DR2 2103799368134289024 b', 'Kepler-1439 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1439 b')>,,,,,,,226.829 pc,460.0213056874111 K,285d44m23.304s,40d58m48.1124s,Star('Kepler-1439'),Star('Kepler-1439')
2114,Kepler-143 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-143'),0.30711 R_j,,,,2455024.80613 JD,,,transit,2014,"Kepler-143 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-143 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-352 c', 'KOI-352.01', 'KIC 11521793 c', 'KIC 11521793.01', 'Gaia DR2 2087172999977491328 c', 'Kepler-143 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-143 c')>,,,,,,,890.59 pc,834.2985049693675 K,298d04m03.72s,49d24m45.2918s,Star('Kepler-143'),Star('Kepler-143')
2115,Kepler-143 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-143'),0.21962 R_j,,,,2454975.63677 JD,,,transit,2014,"Kepler-143 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-143 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-352 b', 'KOI-352.02', 'KIC 11521793 b', 'KIC 11521793.02', 'Gaia DR2 2087172999977491328 b', 'Kepler-143 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-143 b')>,,,,,,,890.59 pc,933.5904559351094 K,298d04m03.72s,49d24m45.2918s,Star('Kepler-143'),Star('Kepler-143')
2116,Kepler-1440 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1440'),0.112 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3146 b', 'KOI-3146.01', 'KIC 10908248 b', 'Gaia DR2 2131530769372738560 b', 'Kepler-1440 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1440 b')>,,,,,,,1152.34 pc,566.7190504230239 K,285d20m49.059s,48d18m44.0629s,Star('Kepler-1440'),Star('Kepler-1440')
2117,Kepler-1441 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1441'),0.117 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3147 b', 'KOI-3147.01', 'KIC 7534267 b', 'Gaia DR2 2078201809729303040 b', 'Kepler-1441 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1441 b')>,,,,,,,1146.92 pc,589.0463389074849 K,293d43m08.877s,43d07m28.4816s,Star('Kepler-1441'),Star('Kepler-1441')
2118,Kepler-1442 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1442'),0.351 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3220 b', 'KOI-3220.01', 'KIC 11189311 b', 'Gaia DR2 2129357580341124608 b', 'Kepler-1442 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1442 b')>,,,,,,,619.4252 pc,620.4546912471828 K,291d15m20.2845s,48d50m48.9254s,Star('Kepler-1442'),Star('Kepler-1442')
2119,Kepler-1443 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1443'),0.087 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3234 b', 'KOI-3234.01', 'KIC 10057494 b', 'Gaia DR2 2107568970730102272 b', 'TYC 3544-138-1 b', 'Kepler-1443 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1443 b')>,,,,,,,603.064 pc,1772.657117932726 K,283d26m08.73s,47d04m00.6385s,Star('Kepler-1443'),Star('Kepler-1443')
2120,Kepler-1444 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1444'),0.194 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3237 b', 'KOI-3237.01', 'KIC 6587796 b', 'Gaia DR2 2104172854190854528 b', 'Kepler-1444 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1444 b')>,,,,,,,322.643 pc,635.6024542782319 K,285d19m50.25s,42d02m25.6719s,Star('Kepler-1444'),Star('Kepler-1444')
2121,Kepler-1445 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1445'),0.086 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3245 b', 'KOI-3245.01', 'KIC 8073705 b', 'Gaia DR2 2117151420726319872 b', 'Kepler-1445 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1445 b')>,,,,,,,513.769 pc,1064.1337333072374 K,280d14m58.0905s,43d54m54.3869s,Star('Kepler-1445'),Star('Kepler-1445')
2122,Kepler-1446 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1446'),0.073 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3246 b', 'KOI-3246.01', 'KIC 9885417 b', 'Gaia DR2 2127777307254217472 b', 'Kepler-1446 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1446 b')>,,,,,,,152.744 pc,1706.6626320151122 K,289d25m26.2485s,46d43m34.1975s,Star('Kepler-1446'),Star('Kepler-1446')
2123,Kepler-1447 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1447'),0.259 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3260 b', 'KOI-3260.01', 'KIC 12156174 b', 'Gaia DR2 2133132276778226176 b', 'Kepler-1447 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1447 b')>,,,,,,,913.576 pc,504.32349912098584 K,289d38m36.453s,50d43m37.4695s,Star('Kepler-1447'),Star('Kepler-1447')
2124,Kepler-1448 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1448'),0.144 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3261 b', 'KOI-3261.01', 'KIC 12055539 b', 'Gaia DR2 2132984426823383168 b', 'Kepler-1448 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1448 b')>,,,,,,,786.287 pc,841.4591069405112 K,287d52m02.7525s,50d35m44.1437s,Star('Kepler-1448'),Star('Kepler-1448')
2125,Kepler-1449 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1449'),0.15 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3262 b', 'KOI-3262.01', 'KIC 12056139 b', 'Gaia DR2 2132939037609090816 b', 'Kepler-1449 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1449 b')>,,,,,,,2132.2 pc,904.6630457622305 K,288d13m54.321s,50d34m04.3769s,Star('Kepler-1449'),Star('Kepler-1449')
2126,Kepler-144 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-144'),0.1212 R_j,,,,2455007.42565 JD,,,transit,2014,"Kepler-144 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-144 b are still unknown, the object is highly unlikely to be a false positive.","['KOI-369 b', 'KOI-369.01', 'KIC 7175184 b', 'KIC 7175184.01', 'Gaia DR2 2104839471773324032 b', 'TYC 3126-2109-1 b', 'Kepler-144 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-144 b')>,,,,,,,385.13 pc,1261.7730358544054 K,281d54m56.358s,42d46m31.8438s,Star('Kepler-144'),Star('Kepler-144')
2127,Kepler-144 c,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-144'),0.12303 R_j,,,,2454968.55344 JD,,,transit,2014,"Kepler-144 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-144 c are still unknown, the object is highly unlikely to be a false positive.","['KOI-369 c', 'KOI-369.02', 'KIC 7175184 c', 'KIC 7175184.02', 'Gaia DR2 2104839471773324032 c', 'TYC 3126-2109-1 c', 'Kepler-144 c']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-144 c')>,,,,,,,385.13 pc,1053.7303121909183 K,281d54m56.358s,42d46m31.8438s,Star('Kepler-144'),Star('Kepler-144')
2128,Kepler-1450 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1450'),0.153 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3266 b', 'KOI-3266.01', 'KIC 8826007 b', 'Gaia DR2 2079905193758608384 b', 'Kepler-1450 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1450 b')>,,,,,,,513.189 pc,359.9991457975545 K,294d33m13.698s,45d04m52.9818s,Star('Kepler-1450'),Star('Kepler-1450')
2129,Kepler-1451 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1451'),0.299 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3274 b', 'KOI-3274.01', 'KIC 5280587 b', 'Gaia DR2 2053286429569716992 b', 'Kepler-1451 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1451 b')>,,,,,,,1091.11 pc,643.4271895364063 K,293d26m47.139s,40d24m35.6649s,Star('Kepler-1451'),Star('Kepler-1451')
2130,Kepler-1452 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1452'),0.241 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3277 b', 'KOI-3277.01', 'KIC 3120904 b', 'Gaia DR2 2051937638040407808 b', 'Kepler-1452 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1452 b')>,,,,,,,1025.64 pc,816.2514100479151 K,292d25m22.143s,38d15m58.7211s,Star('Kepler-1452'),Star('Kepler-1452')
2131,Kepler-1453 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1453'),0.238 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3280 b', 'KOI-3280.01', 'KIC 10653179 b', 'Gaia DR2 2130762107666059136 b', 'Kepler-1453 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1453 b')>,,,,,,,1238.24 pc,528.0378045364142 K,286d07m31.9005s,47d56m51.2269s,Star('Kepler-1453'),Star('Kepler-1453')
2132,Kepler-1454 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1454'),0.168 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3281 b', 'KOI-3281.01', 'KIC 11177676 b', 'Gaia DR2 2131804479047342336 b', 'Kepler-1454 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1454 b')>,,,,,,,798.3395 pc,492.2732511959835 K,284d13m24.09s,48d49m54.3813s,Star('Kepler-1454'),Star('Kepler-1454')
2133,Kepler-1455 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1455'),0.193 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3282 b', 'KOI-3282.01', 'KIC 12066569 b', 'Gaia DR2 2135220283720198528 b', 'Kepler-1455 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1455 b')>,,,,,,,361.246 pc,322.21707464175483 K,294d04m59.004s,50d30m10.0684s,Star('Kepler-1455'),Star('Kepler-1455')
2134,Kepler-1456 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1456'),0.102 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3286 b', 'KOI-3286.01', 'KIC 8016691 b', 'Gaia DR2 2106018801073572224 b', 'Kepler-1456 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1456 b')>,,,,,,,374.266 pc,472.03621681207613 K,286d56m43.209s,43d49m21.9851s,Star('Kepler-1456'),Star('Kepler-1456')
2135,Kepler-1457 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1457'),0.178 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3287 b', 'KOI-3287.01', 'KIC 6584273 b', 'Gaia DR2 2104875755656860032 b', 'Kepler-1457 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1457 b')>,,,,,,,913.325 pc,548.0695098737843 K,283d46m14.1105s,42d01m37.9769s,Star('Kepler-1457'),Star('Kepler-1457')
2136,Kepler-1458 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1458'),0.246 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3288 b', 'KOI-3288.01', 'KIC 5768816 b', 'Gaia DR2 2104354690224334592 b', 'Kepler-1458 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1458 b')>,,,,,,,553.128 pc,524.7836872776793 K,283d12m41.769s,41d02m17.0118s,Star('Kepler-1458'),Star('Kepler-1458')
2137,Kepler-1459 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1459'),0.121 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3296 b', 'KOI-3296.01', 'KIC 9447166 b', 'Gaia DR2 2107084399639196544 b', 'Kepler-1459 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1459 b')>,,,,,,,461.51 pc,376.2236733864349 K,282d25m22.9155s,46d00m50.4299s,Star('Kepler-1459'),Star('Kepler-1459')
2138,Kepler-1460 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1460'),0.175 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3298 b', 'KOI-3298.01', 'KIC 8151055 b', 'Gaia DR2 2105886790959182976 b', 'Kepler-1460 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1460 b')>,,,,,,,561.987 pc,427.3999363607004 K,285d33m28.1595s,44d00m38.8138s,Star('Kepler-1460'),Star('Kepler-1460')
2139,Kepler-1461 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1461'),0.181 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3303 b', 'KOI-3303.01', 'KIC 7510820 b', 'Gaia DR2 2105752581821148544 b', 'Kepler-1461 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1461 b')>,,,,,,,692.425 pc,493.0746740433046 K,285d49m49.665s,43d11m54.2022s,Star('Kepler-1461'),Star('Kepler-1461')
2140,Kepler-1462 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1462'),0.341 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3305 b', 'KOI-3305.01', 'KIC 6880517 b', 'Gaia DR2 2077176618218057216 b', 'Kepler-1462 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1462 b')>,,,,,,,1045.48 pc,525.0764623004553 K,296d23m51.078s,42d23m48.9355s,Star('Kepler-1462'),Star('Kepler-1462')
2141,Kepler-1463 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1463'),0.166 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3306 b', 'KOI-3306.01', 'KIC 6615511 b', 'Gaia DR2 2077536673917322368 b', 'Kepler-1463 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1463 b')>,,,,,,,1769.29 pc,657.2804768598539 K,294d29m14.208s,42d00m24.9513s,Star('Kepler-1463'),Star('Kepler-1463')
2142,Kepler-1464 b,"Flags(lculated Temperature', 'Calculated SMA')",System('Kepler-1464'),0.148 R_j,,,,,,,transit,2016,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.","['KOI-3308 b', 'KOI-3308.01', 'KIC 3632089 b', 'Gaia DR2 2099619059285601280 b', 'Kepler-1464 b']",['Confirmed planets'],<bound method Planet.type of Planet('Kepler-1464 b')>,,,,,,,1191.19 pc,636.9323587644956 K,287d14m08.457s,38d45m14.9474s,Star('Kepler-1464'),Star('Kepler-1464')
